Date,Open,High,Low,Close,Adj Close,Volume,Date
2023-05-30 09:30:00-04:00,107.25,107.25,107.25,107.25,107.25,12187,2023-05-30 09:30:00-04:00
2023-05-30 09:31:00-04:00,107.33000183105469,107.48999786376953,107.33000183105469,107.34500122070312,107.34500122070312,1237,2023-05-30 09:31:00-04:00
2023-05-30 09:32:00-04:00,107.27259826660156,107.33999633789062,107.2699966430664,107.33000183105469,107.33000183105469,1791,2023-05-30 09:32:00-04:00
2023-05-30 09:33:00-04:00,107.22810363769531,107.22810363769531,107.22810363769531,107.22810363769531,107.22810363769531,807,2023-05-30 09:33:00-04:00
2023-05-30 09:34:00-04:00,107.33499908447266,107.33499908447266,107.33499908447266,107.33499908447266,107.33499908447266,332,2023-05-30 09:34:00-04:00
2023-05-30 09:35:00-04:00,107.33999633789062,107.43000030517578,107.33999633789062,107.33999633789062,107.33999633789062,932,2023-05-30 09:35:00-04:00
2023-05-30 09:36:00-04:00,107.33999633789062,107.381103515625,107.29499816894531,107.3499984741211,107.3499984741211,2150,2023-05-30 09:36:00-04:00
2023-05-30 09:37:00-04:00,107.3550033569336,107.36000061035156,107.3550033569336,107.36000061035156,107.36000061035156,1298,2023-05-30 09:37:00-04:00
2023-05-30 09:38:00-04:00,107.36000061035156,107.68000030517578,107.36000061035156,107.68000030517578,107.68000030517578,5081,2023-05-30 09:38:00-04:00
2023-05-30 09:39:00-04:00,107.63999938964844,107.63999938964844,107.48999786376953,107.48999786376953,107.48999786376953,2863,2023-05-30 09:39:00-04:00
2023-05-30 09:40:00-04:00,107.20999908447266,107.20999908447266,107.20999908447266,107.20999908447266,107.20999908447266,269,2023-05-30 09:40:00-04:00
2023-05-30 09:41:00-04:00,107.1500015258789,107.4113998413086,107.0999984741211,107.4113998413086,107.4113998413086,7142,2023-05-30 09:41:00-04:00
2023-05-30 09:42:00-04:00,107.34500122070312,107.38999938964844,107.2699966430664,107.38999938964844,107.38999938964844,2403,2023-05-30 09:42:00-04:00
2023-05-30 09:43:00-04:00,107.33429718017578,107.33429718017578,107.27999877929688,107.27999877929688,107.27999877929688,2261,2023-05-30 09:43:00-04:00
2023-05-30 09:44:00-04:00,107.27999877929688,107.29499816894531,107.08499908447266,107.1500015258789,107.1500015258789,5066,2023-05-30 09:44:00-04:00
2023-05-30 09:45:00-04:00,107.09500122070312,107.09500122070312,106.94999694824219,107.08499908447266,107.08499908447266,4652,2023-05-30 09:45:00-04:00
2023-05-30 09:46:00-04:00,107.0999984741211,107.2699966430664,107.08999633789062,107.2699966430664,107.2699966430664,8275,2023-05-30 09:46:00-04:00
2023-05-30 09:47:00-04:00,107.37000274658203,107.37000274658203,107.20999908447266,107.20999908447266,107.20999908447266,2169,2023-05-30 09:47:00-04:00
2023-05-30 09:48:00-04:00,107.19000244140625,107.19000244140625,107.19000244140625,107.19000244140625,107.19000244140625,200,2023-05-30 09:48:00-04:00
2023-05-30 09:49:00-04:00,107.22000122070312,107.22000122070312,107.16999816894531,107.17500305175781,107.17500305175781,3341,2023-05-30 09:49:00-04:00
2023-05-30 09:50:00-04:00,107.20999908447266,107.41000366210938,107.20999908447266,107.41000366210938,107.41000366210938,4751,2023-05-30 09:50:00-04:00
2023-05-30 09:51:00-04:00,107.4000015258789,107.4749984741211,107.19000244140625,107.23500061035156,107.23500061035156,4367,2023-05-30 09:51:00-04:00
2023-05-30 09:52:00-04:00,107.25,107.38200378417969,107.22010040283203,107.38200378417969,107.38200378417969,2936,2023-05-30 09:52:00-04:00
2023-05-30 09:53:00-04:00,107.33999633789062,107.33999633789062,107.0999984741211,107.0999984741211,107.0999984741211,4077,2023-05-30 09:53:00-04:00
2023-05-30 09:54:00-04:00,107.12000274658203,107.1500015258789,107.0000991821289,107.06500244140625,107.06500244140625,3273,2023-05-30 09:54:00-04:00
2023-05-30 09:55:00-04:00,107.06500244140625,107.20500183105469,107.06500244140625,107.18000030517578,107.18000030517578,3220,2023-05-30 09:55:00-04:00
2023-05-30 09:56:00-04:00,107.1500015258789,107.16999816894531,107.05000305175781,107.05999755859375,107.05999755859375,4703,2023-05-30 09:56:00-04:00
2023-05-30 09:57:00-04:00,107.05999755859375,107.05999755859375,106.94000244140625,106.94239807128906,106.94239807128906,2735,2023-05-30 09:57:00-04:00
2023-05-30 09:58:00-04:00,106.9000015258789,107.02999877929688,106.9000015258789,106.9800033569336,106.9800033569336,4390,2023-05-30 09:58:00-04:00
2023-05-30 09:59:00-04:00,106.99500274658203,107.06999969482422,106.99500274658203,107.05000305175781,107.05000305175781,1799,2023-05-30 09:59:00-04:00
